Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_41_riscv64_O0.good,UCB RISC-V,angr,Failure - Crash,.72,112.71,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_41_riscv64_O0.good,UCB RISC-V,bap,Success,4.50,27.91,0,1137,1141
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_41_riscv64_O0.good,UCB RISC-V,llvm,Success,.01,8.84,0,0,0
CWE401_Memory_Leak__int_malloc_10_x86_64_O3.bad,x86-64,ghidra,Success,7.77,650.06,133,208,2184
CWE401_Memory_Leak__int_malloc_10_x86_64_O3.bad,x86-64,angr,Success,.88,135.24,216,344,3041
CWE401_Memory_Leak__int_malloc_10_x86_64_O3.bad,x86-64,bap,Success,4.50,28.80,0,690,1709
CWE401_Memory_Leak__int_malloc_10_x86_64_O3.bad,x86-64,llvm,Success,.02,10.03,0,0,788
CWE401_Memory_Leak__int64_t_malloc_15_riscv64_O3.good,UCB RISC-V,ghidra,Success,8.11,650.01,126,194,1512
CWE401_Memory_Leak__int64_t_malloc_15_riscv64_O3.good,UCB RISC-V,angr,Failure - Crash,.70,112.60,0,0,0
CWE401_Memory_Leak__int64_t_malloc_15_riscv64_O3.good,UCB RISC-V,bap,Success,4.60,28.43,0,694,719
CWE401_Memory_Leak__int64_t_malloc_15_riscv64_O3.good,UCB RISC-V,llvm,Success,.01,8.77,0,0,0
CWE401_Memory_Leak__int64_t_calloc_21_mips_O2.good,MIPS,ghidra,Success,8.76,790.83,109,171,2519
CWE401_Memory_Leak__int64_t_calloc_21_mips_O2.good,MIPS,angr,Success,.99,133.38,107,197,2672
CWE401_Memory_Leak__int64_t_calloc_21_mips_O2.good,MIPS,bap,Success,4.46,28.14,0,871,848
CWE401_Memory_Leak__int64_t_calloc_21_mips_O2.good,MIPS,llvm,Success,.01,8.42,0,0,0
CWE401_Memory_Leak__char_calloc_15_x86_64_O1.bad,x86-64,ghidra,Success,7.59,715.57,136,231,2405
CWE401_Memory_Leak__char_calloc_15_x86_64_O1.bad,x86-64,angr,Success,.89,134.36,158,308,3538
CWE401_Memory_Leak__char_calloc_15_x86_64_O1.bad,x86-64,bap,Success,4.55,28.61,0,757,1950
CWE401_Memory_Leak__char_calloc_15_x86_64_O1.bad,x86-64,llvm,Success,.01,10.37,0,0,802
CWE197_Numeric_Truncation_Error__int_large_to_char_45_armel_O0.good,ARM,ghidra,Success,66.85,1019.44,1305,32089,737533
CWE197_Numeric_Truncation_Error__int_large_to_char_45_armel_O0.good,ARM,angr,Success,21.86,510.12,3588,33617,659298
CWE197_Numeric_Truncation_Error__int_large_to_char_45_armel_O0.good,ARM,bap,Success,41.02,28.36,0,124222,220024
CWE197_Numeric_Truncation_Error__int_large_to_char_45_armel_O0.good,ARM,llvm,Success,.01,8.39,0,0,0
CWE401_Memory_Leak__char_calloc_02_x86_64_O2.good,x86-64,ghidra,Success,7.67,816.47,136,198,2204
CWE401_Memory_Leak__char_calloc_02_x86_64_O2.good,x86-64,angr,Success,.90,135.03,216,332,2943
CWE401_Memory_Leak__char_calloc_02_x86_64_O2.good,x86-64,bap,Success,4.50,27.93,0,684,1711
CWE401_Memory_Leak__char_calloc_02_x86_64_O2.good,x86-64,llvm,Success,.01,10.00,0,0,783
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_05_armel_Ofast.good,ARM,ghidra,Success,65.78,1037.41,1302,32099,736002
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_05_armel_Ofast.good,ARM,angr,Success,21.38,509.79,3567,33615,657509
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_05_armel_Ofast.good,ARM,bap,Success,40.68,28.79,0,123825,219494
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_05_armel_Ofast.good,ARM,llvm,Success,.01,8.81,0,0,0
CWE401_Memory_Leak__twoIntsStruct_realloc_11_mips_O2.good,MIPS,ghidra,Success,8.25,767.33,108,209,2966
CWE401_Memory_Leak__twoIntsStruct_realloc_11_mips_O2.good,MIPS,angr,Success,1.00,133.71,106,234,3184
CWE401_Memory_Leak__twoIntsStruct_realloc_11_mips_O2.good,MIPS,bap,Success,4.36,28.82,0,1028,981
CWE401_Memory_Leak__twoIntsStruct_realloc_11_mips_O2.good,MIPS,llvm,Success,.01,8.29,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_08_armel_O2.bad,ARM,ghidra,Success,65.48,944.19,1303,32078,735644
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_08_armel_O2.bad,ARM,angr,Success,21.04,510.87,3626,33570,657063
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_08_armel_O2.bad,ARM,bap,Success,40.95,28.22,0,123749,219408
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_08_armel_O2.bad,ARM,llvm,Success,.01,8.74,0,0,0
CWE366_Race_Condition_Within_Thread__int_byref_15_armel_O2.bad,ARM,ghidra,Success,8.44,751.22,135,285,6473
CWE366_Race_Condition_Within_Thread__int_byref_15_armel_O2.bad,ARM,angr,Success,.92,133.73,118,309,4629
CWE366_Race_Condition_Within_Thread__int_byref_15_armel_O2.bad,ARM,bap,Success,4.52,28.57,0,1068,2016
CWE366_Race_Condition_Within_Thread__int_byref_15_armel_O2.bad,ARM,llvm,Success,.01,8.58,0,0,0
CWE401_Memory_Leak__malloc_realloc_int_08_riscv64_O2.good,UCB RISC-V,ghidra,Success,7.77,915.00,129,201,1584
CWE401_Memory_Leak__malloc_realloc_int_08_riscv64_O2.good,UCB RISC-V,angr,Failure - Crash,.74,112.76,0,0,0
CWE401_Memory_Leak__malloc_realloc_int_08_riscv64_O2.good,UCB RISC-V,bap,Success,4.40,28.12,0,727,752
CWE401_Memory_Leak__malloc_realloc_int_08_riscv64_O2.good,UCB RISC-V,llvm,Success,.01,8.58,0,0,0
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_02_x86_64_Ofast.bad,x86-64,ghidra,Success,7.67,742.60,147,205,2164
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_02_x86_64_Ofast.bad,x86-64,angr,Success,.91,135.42,230,351,3077
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_02_x86_64_Ofast.bad,x86-64,bap,Success,4.53,28.30,0,700,1663
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_02_x86_64_Ofast.bad,x86-64,llvm,Success,.01,9.92,0,0,816
CWE484_Omitted_Break_Statement_in_Switch__basic_05_mips_O1.bad,MIPS,ghidra,Success,8.04,728.13,104,212,2976
CWE484_Omitted_Break_Statement_in_Switch__basic_05_mips_O1.bad,MIPS,angr,Success,.99,133.97,103,237,3507
CWE484_Omitted_Break_Statement_in_Switch__basic_05_mips_O1.bad,MIPS,bap,Success,4.62,28.11,0,1081,1021
CWE484_Omitted_Break_Statement_in_Switch__basic_05_mips_O1.bad,MIPS,llvm,Success,.01,8.52,0,0,0
CWE401_Memory_Leak__char_calloc_04_armel_Ofast.bad,ARM,ghidra,Success,8.45,685.58,138,229,5810
CWE401_Memory_Leak__char_calloc_04_armel_Ofast.bad,ARM,angr,Success,.89,133.44,119,255,4082
CWE401_Memory_Leak__char_calloc_04_armel_Ofast.bad,ARM,bap,Success,4.43,28.02,0,920,1754
CWE401_Memory_Leak__char_calloc_04_armel_Ofast.bad,ARM,llvm,Success,.01,8.73,0,0,0
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_03_mips_Os.good,MIPS,ghidra,Success,8.09,745.96,116,174,2623
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_03_mips_Os.good,MIPS,angr,Success,1.06,133.76,114,204,2855
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_03_mips_Os.good,MIPS,bap,Success,4.33,28.65,0,818,799
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_03_mips_Os.good,MIPS,llvm,Success,.01,8.76,0,0,0
CWE401_Memory_Leak__int64_t_malloc_06_armel_O1.good,ARM,ghidra,Success,66.05,975.68,1304,32100,736007
CWE401_Memory_Leak__int64_t_malloc_06_armel_O1.good,ARM,angr,Success,21.60,512.64,3769,33606,657850
CWE401_Memory_Leak__int64_t_malloc_06_armel_O1.good,ARM,bap,Success,42.10,28.64,0,123865,219673
CWE401_Memory_Leak__int64_t_malloc_06_armel_O1.good,ARM,llvm,Success,.01,8.87,0,0,0
CWE401_Memory_Leak__char_realloc_16_x86_64_O1.bad,x86-64,ghidra,Success,7.76,799.29,132,216,2223
CWE401_Memory_Leak__char_realloc_16_x86_64_O1.bad,x86-64,angr,Success,.87,134.32,153,290,3305
CWE401_Memory_Leak__char_realloc_16_x86_64_O1.bad,x86-64,bap,Success,4.55,28.59,0,702,1803
CWE401_Memory_Leak__char_realloc_16_x86_64_O1.bad,x86-64,llvm,Success,.01,9.95,0,0,750
CWE197_Numeric_Truncation_Error__int_large_to_char_31_x86_64_O2.bad,x86-64,ghidra,Success,7.67,773.40,128,176,1870
CWE197_Numeric_Truncation_Error__int_large_to_char_31_x86_64_O2.bad,x86-64,angr,Success,.91,134.89,204,303,2591
CWE197_Numeric_Truncation_Error__int_large_to_char_31_x86_64_O2.bad,x86-64,bap,Success,4.51,28.55,0,600,1450
CWE197_Numeric_Truncation_Error__int_large_to_char_31_x86_64_O2.bad,x86-64,llvm,Success,.01,10.40,0,0,702
CWE401_Memory_Leak__int64_t_calloc_34_x86_64_O1.good,x86-64,ghidra,Success,7.70,742.33,135,213,2106
CWE401_Memory_Leak__int64_t_calloc_34_x86_64_O1.good,x86-64,angr,Success,.94,133.91,157,290,3194
CWE401_Memory_Leak__int64_t_calloc_34_x86_64_O1.good,x86-64,bap,Success,4.49,28.42,0,682,1734
CWE401_Memory_Leak__int64_t_calloc_34_x86_64_O1.good,x86-64,llvm,Success,.01,9.78,0,0,732
CWE401_Memory_Leak__int64_t_malloc_17_mips_O1.bad,MIPS,ghidra,Success,8.04,720.94,107,189,2806
CWE401_Memory_Leak__int64_t_malloc_17_mips_O1.bad,MIPS,angr,Success,.97,133.83,106,215,3204
CWE401_Memory_Leak__int64_t_malloc_17_mips_O1.bad,MIPS,bap,Success,4.41,27.85,0,984,938
CWE401_Memory_Leak__int64_t_malloc_17_mips_O1.bad,MIPS,llvm,Success,.01,8.66,0,0,0
CWE401_Memory_Leak__int64_t_malloc_18_mips_Os.good,MIPS,ghidra,Success,8.18,984.31,107,163,2408
CWE401_Memory_Leak__int64_t_malloc_18_mips_Os.good,MIPS,angr,Success,1.02,133.26,105,188,2584
CWE401_Memory_Leak__int64_t_malloc_18_mips_Os.good,MIPS,bap,Success,4.40,28.66,0,821,800
CWE401_Memory_Leak__int64_t_malloc_18_mips_Os.good,MIPS,llvm,Success,.01,8.39,0,0,0
CWE401_Memory_Leak__int64_t_calloc_17_riscv64_O1.good,UCB RISC-V,ghidra,Success,7.99,860.05,131,216,1774
CWE401_Memory_Leak__int64_t_calloc_17_riscv64_O1.good,UCB RISC-V,angr,Failure - Crash,.72,112.82,0,0,0
CWE401_Memory_Leak__int64_t_calloc_17_riscv64_O1.good,UCB RISC-V,bap,Success,4.55,28.45,0,799,843
CWE401_Memory_Leak__int64_t_calloc_17_riscv64_O1.good,UCB RISC-V,llvm,Success,.01,8.57,0,0,0
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_14_riscv64_Ofast.bad,UCB RISC-V,ghidra,Success,8.08,680.71,140,212,1747
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_14_riscv64_Ofast.bad,UCB RISC-V,angr,Failure - Crash,.73,112.83,0,0,0
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_14_riscv64_Ofast.bad,UCB RISC-V,bap,Success,4.36,28.16,0,785,804
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_14_riscv64_Ofast.bad,UCB RISC-V,llvm,Success,.01,8.53,0,0,0
CWE401_Memory_Leak__twoIntsStruct_calloc_11_x86_64_O2.good,x86-64,ghidra,Success,7.65,810.14,136,235,2635
CWE401_Memory_Leak__twoIntsStruct_calloc_11_x86_64_O2.good,x86-64,angr,Success,1.00,135.34,218,371,3464
CWE401_Memory_Leak__twoIntsStruct_calloc_11_x86_64_O2.good,x86-64,bap,Success,4.55,28.26,0,776,2060
CWE401_Memory_Leak__twoIntsStruct_calloc_11_x86_64_O2.good,x86-64,llvm,Success,.01,10.31,0,0,863
CWE366_Race_Condition_Within_Thread__global_int_07_riscv64_O0.bad,UCB RISC-V,ghidra,Success,7.98,721.65,128,273,3050
CWE366_Race_Condition_Within_Thread__global_int_07_riscv64_O0.bad,UCB RISC-V,angr,Failure - Crash,.72,112.96,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_07_riscv64_O0.bad,UCB RISC-V,bap,Success,4.46,28.53,0,1353,1372
CWE366_Race_Condition_Within_Thread__global_int_07_riscv64_O0.bad,UCB RISC-V,llvm,Success,.01,8.65,0,0,0
CWE401_Memory_Leak__int64_t_malloc_07_armel_O3.good,ARM,ghidra,Success,8.55,778.66,136,226,5677
CWE401_Memory_Leak__int64_t_malloc_07_armel_O3.good,ARM,angr,Success,.91,133.54,118,251,3895
CWE401_Memory_Leak__int64_t_malloc_07_armel_O3.good,ARM,bap,Success,4.49,28.55,0,869,1661
CWE401_Memory_Leak__int64_t_malloc_07_armel_O3.good,ARM,llvm,Success,.01,8.41,0,0,0
CWE401_Memory_Leak__int64_t_malloc_42_mips_Os.bad,MIPS,ghidra,Success,7.81,735.55,108,162,2388
CWE401_Memory_Leak__int64_t_malloc_42_mips_Os.bad,MIPS,angr,Success,.99,133.23,106,187,2566
CWE401_Memory_Leak__int64_t_malloc_42_mips_Os.bad,MIPS,bap,Success,5.32,28.67,0,818,795
CWE401_Memory_Leak__int64_t_malloc_42_mips_Os.bad,MIPS,llvm,Success,.01,8.40,0,0,0
CWE401_Memory_Leak__int_malloc_31_x86_64_O1.bad,x86-64,ghidra,Success,7.44,802.80,132,211,2099
CWE401_Memory_Leak__int_malloc_31_x86_64_O1.bad,x86-64,angr,Success,.89,134.16,153,285,3177
CWE401_Memory_Leak__int_malloc_31_x86_64_O1.bad,x86-64,bap,Success,8.56,28.53,0,673,1723
CWE401_Memory_Leak__int_malloc_31_x86_64_O1.bad,x86-64,llvm,Success,.02,10.01,0,0,723
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_04_mips_O3.good,MIPS,ghidra,Success,7.22,782.53,109,195,2880
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_04_mips_O3.good,MIPS,angr,Success,1.01,134.00,107,221,3092
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_04_mips_O3.good,MIPS,bap,Success,8.40,28.12,0,979,956
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_04_mips_O3.good,MIPS,llvm,Success,.01,8.68,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_34_mips_Os.good,MIPS,ghidra,Success,7.32,726.96,107,166,2513
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_34_mips_Os.good,MIPS,angr,Success,.96,133.68,105,191,2692
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_34_mips_Os.good,MIPS,bap,Success,10.97,28.96,0,850,827
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_34_mips_Os.good,MIPS,llvm,Success,.01,8.55,0,0,0
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_13_x86_64_O2.good,x86-64,ghidra,Success,6.30,724.39,137,217,2272
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_13_x86_64_O2.good,x86-64,angr,Success,.85,135.19,221,356,3158
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_13_x86_64_O2.good,x86-64,bap,Success,10.59,28.37,0,725,1800
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_13_x86_64_O2.good,x86-64,llvm,Success,.01,10.37,0,0,828
CWE401_Memory_Leak__twoIntsStruct_calloc_06_x86_64_O0.bad,x86-64,ghidra,Success,6.29,699.55,138,248,3542
CWE401_Memory_Leak__twoIntsStruct_calloc_06_x86_64_O0.bad,x86-64,angr,Success,.93,134.75,160,325,4917
CWE401_Memory_Leak__twoIntsStruct_calloc_06_x86_64_O0.bad,x86-64,bap,Success,4.73,28.83,0,1134,2576
CWE401_Memory_Leak__twoIntsStruct_calloc_06_x86_64_O0.bad,x86-64,llvm,Success,.02,9.71,0,0,1164
CWE401_Memory_Leak__int64_t_realloc_16_x86_64_O1.bad,x86-64,ghidra,Success,7.77,673.64,132,211,2099
CWE401_Memory_Leak__int64_t_realloc_16_x86_64_O1.bad,x86-64,angr,Success,.88,134.24,153,285,3177
CWE401_Memory_Leak__int64_t_realloc_16_x86_64_O1.bad,x86-64,bap,Success,4.57,28.24,0,673,1723
CWE401_Memory_Leak__int64_t_realloc_16_x86_64_O1.bad,x86-64,llvm,Success,.02,10.42,0,0,723
CWE401_Memory_Leak__strdup_char_41_x86_64_Os.good,x86-64,ghidra,Success,7.83,786.03,132,191,1998
CWE401_Memory_Leak__strdup_char_41_x86_64_Os.good,x86-64,angr,Success,.86,133.94,154,266,2844
CWE401_Memory_Leak__strdup_char_41_x86_64_Os.good,x86-64,bap,Success,4.51,28.23,0,641,1555
CWE401_Memory_Leak__strdup_char_41_x86_64_Os.good,x86-64,llvm,Success,.01,10.00,0,0,690
CWE366_Race_Condition_Within_Thread__global_int_08_x86_64_O1.bad,x86-64,ghidra,Success,8.05,720.82,130,271,2662
CWE366_Race_Condition_Within_Thread__global_int_08_x86_64_O1.bad,x86-64,angr,Success,.91,134.90,150,342,4138
CWE366_Race_Condition_Within_Thread__global_int_08_x86_64_O1.bad,x86-64,bap,Success,4.55,28.32,0,844,2146
CWE366_Race_Condition_Within_Thread__global_int_08_x86_64_O1.bad,x86-64,llvm,Success,.01,9.97,0,0,865
CWE401_Memory_Leak__char_calloc_13_armel_Os.good,ARM,ghidra,Success,65.89,990.08,1304,32089,735770
CWE401_Memory_Leak__char_calloc_13_armel_Os.good,ARM,angr,Success,22.73,511.10,3677,33597,657383
CWE401_Memory_Leak__char_calloc_13_armel_Os.good,ARM,bap,Success,43.29,28.58,0,123827,219555
CWE401_Memory_Leak__char_calloc_13_armel_Os.good,ARM,llvm,Success,.01,8.48,0,0,0
CWE401_Memory_Leak__int_realloc_06_mips_O1.good,MIPS,ghidra,Success,9.11,746.27,108,197,2902
CWE401_Memory_Leak__int_realloc_06_mips_O1.good,MIPS,angr,Success,1.03,134.13,107,223,3311
CWE401_Memory_Leak__int_realloc_06_mips_O1.good,MIPS,bap,Success,4.57,28.63,0,1021,972
CWE401_Memory_Leak__int_realloc_06_mips_O1.good,MIPS,llvm,Success,.01,8.39,0,0,0
CWE401_Memory_Leak__int_realloc_06_x86_64_O1.good,x86-64,ghidra,Success,7.92,663.53,133,219,2155
CWE401_Memory_Leak__int_realloc_06_x86_64_O1.good,x86-64,angr,Success,.91,134.19,154,293,3272
CWE401_Memory_Leak__int_realloc_06_x86_64_O1.good,x86-64,bap,Success,4.69,28.61,0,692,1781
CWE401_Memory_Leak__int_realloc_06_x86_64_O1.good,x86-64,llvm,Success,.01,9.91,0,0,741
CWE401_Memory_Leak__int64_t_realloc_04_armel_Os.good,ARM,ghidra,Success,68.69,993.82,1304,32069,735379
CWE401_Memory_Leak__int64_t_realloc_04_armel_Os.good,ARM,angr,Success,22.35,509.37,3607,33565,656999
CWE401_Memory_Leak__int64_t_realloc_04_armel_Os.good,ARM,bap,Success,44.30,28.10,0,123631,219177
CWE401_Memory_Leak__int64_t_realloc_04_armel_Os.good,ARM,llvm,Success,.02,8.50,0,0,0
CWE401_Memory_Leak__char_realloc_41_x86_64_O0.bad,x86-64,ghidra,Success,8.15,798.78,139,226,3091
CWE401_Memory_Leak__char_realloc_41_x86_64_O0.bad,x86-64,angr,Success,.90,134.25,161,303,4510
CWE401_Memory_Leak__char_realloc_41_x86_64_O0.bad,x86-64,bap,Success,4.87,28.46,0,1039,2262
CWE401_Memory_Leak__char_realloc_41_x86_64_O0.bad,x86-64,llvm,Success,.01,9.91,0,0,1084
CWE401_Memory_Leak__int64_t_realloc_08_x86_64_Os.good,x86-64,ghidra,Success,7.93,731.05,133,188,1869
CWE401_Memory_Leak__int64_t_realloc_08_x86_64_Os.good,x86-64,angr,Success,.92,133.74,155,263,2697
CWE401_Memory_Leak__int64_t_realloc_08_x86_64_Os.good,x86-64,bap,Success,5.19,28.39,0,612,1474
CWE401_Memory_Leak__int64_t_realloc_08_x86_64_Os.good,x86-64,llvm,Success,.01,10.03,0,0,663
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_31_x86_64_Ofast.bad,x86-64,ghidra,Success,8.70,715.11,147,203,2138
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_31_x86_64_Ofast.bad,x86-64,angr,Success,.90,135.62,231,350,3046
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_31_x86_64_Ofast.bad,x86-64,bap,Success,4.57,28.15,0,694,1637
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_31_x86_64_Ofast.bad,x86-64,llvm,Success,.01,9.53,0,0,811
CWE401_Memory_Leak__int64_t_realloc_44_armel_O3.good,ARM,ghidra,Success,70.09,1022.29,1303,32074,735589
CWE401_Memory_Leak__int64_t_realloc_44_armel_O3.good,ARM,angr,Success,23.53,510.80,3686,33602,657100
CWE401_Memory_Leak__int64_t_realloc_44_armel_O3.good,ARM,bap,Success,40.68,28.41,0,123785,219513
CWE401_Memory_Leak__int64_t_realloc_44_armel_O3.good,ARM,llvm,Success,.01,8.54,0,0,0
CWE401_Memory_Leak__int_malloc_10_armel_Ofast.bad,ARM,ghidra,Success,65.84,1017.39,1304,32088,735746
CWE401_Memory_Leak__int_malloc_10_armel_Ofast.bad,ARM,angr,Success,21.43,510.86,3648,33588,656481
CWE401_Memory_Leak__int_malloc_10_armel_Ofast.bad,ARM,bap,Success,41.19,28.45,0,123682,219178
CWE401_Memory_Leak__int_malloc_10_armel_Ofast.bad,ARM,llvm,Success,.01,8.89,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_14_riscv64_O3.bad,UCB RISC-V,ghidra,Success,7.92,768.70,128,236,1818
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_14_riscv64_O3.bad,UCB RISC-V,angr,Failure - Crash,.73,112.75,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_14_riscv64_O3.bad,UCB RISC-V,bap,Success,4.38,28.31,0,847,889
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_14_riscv64_O3.bad,UCB RISC-V,llvm,Success,.01,8.65,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_03_riscv64_O1.good,UCB RISC-V,ghidra,Success,7.84,755.08,124,232,1817
CWE484_Omitted_Break_Statement_in_Switch__basic_03_riscv64_O1.good,UCB RISC-V,angr,Failure - Crash,.72,112.62,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_03_riscv64_O1.good,UCB RISC-V,bap,Success,4.41,28.16,0,837,881
CWE484_Omitted_Break_Statement_in_Switch__basic_03_riscv64_O1.good,UCB RISC-V,llvm,Success,.01,8.85,0,0,0
CWE401_Memory_Leak__char_calloc_05_armel_O3.bad,ARM,ghidra,Success,66.11,961.19,1304,32081,735850
CWE401_Memory_Leak__char_calloc_05_armel_O3.bad,ARM,angr,Success,21.70,514.15,3835,33604,657698
CWE401_Memory_Leak__char_calloc_05_armel_O3.bad,ARM,bap,Success,40.95,28.74,0,123843,219547
CWE401_Memory_Leak__char_calloc_05_armel_O3.bad,ARM,llvm,Success,.01,8.73,0,0,0
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_02_x86_64_O3.bad,x86-64,ghidra,Success,7.73,775.44,149,213,2203
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_02_x86_64_O3.bad,x86-64,angr,Success,.92,135.64,234,363,3142
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_02_x86_64_O3.bad,x86-64,bap,Success,4.57,28.83,0,713,1702
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_02_x86_64_O3.bad,x86-64,llvm,Success,.01,9.93,0,0,831
CWE401_Memory_Leak__char_calloc_16_x86_64_Ofast.good,x86-64,ghidra,Success,7.74,772.21,136,200,2211
CWE401_Memory_Leak__char_calloc_16_x86_64_Ofast.good,x86-64,angr,Success,.89,134.96,216,335,3041
CWE401_Memory_Leak__char_calloc_16_x86_64_Ofast.good,x86-64,bap,Success,4.54,28.89,0,701,1710
CWE401_Memory_Leak__char_calloc_16_x86_64_Ofast.good,x86-64,llvm,Success,.01,9.93,0,0,798
CWE401_Memory_Leak__twoIntsStruct_malloc_10_mips_O2.bad,MIPS,ghidra,Success,8.17,874.56,108,196,2899
CWE401_Memory_Leak__twoIntsStruct_malloc_10_mips_O2.bad,MIPS,angr,Success,.99,133.96,106,221,3077
CWE401_Memory_Leak__twoIntsStruct_malloc_10_mips_O2.bad,MIPS,bap,Success,4.40,28.38,0,981,946
CWE401_Memory_Leak__twoIntsStruct_malloc_10_mips_O2.bad,MIPS,llvm,Success,.01,8.70,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_04_armel_Ofast.bad,ARM,ghidra,Success,8.61,681.72,138,245,5995
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_04_armel_Ofast.bad,ARM,angr,Success,.90,133.47,119,271,4151
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_04_armel_Ofast.bad,ARM,bap,Success,4.48,28.45,0,943,1792
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_04_armel_Ofast.bad,ARM,llvm,Success,.01,8.42,0,0,0
CWE401_Memory_Leak__int_calloc_07_armel_O3.bad,ARM,ghidra,Success,64.97,904.94,1304,32075,735578
CWE401_Memory_Leak__int_calloc_07_armel_O3.bad,ARM,angr,Success,21.92,510.90,3686,33606,657106
CWE401_Memory_Leak__int_calloc_07_armel_O3.bad,ARM,bap,Success,40.69,28.75,0,123781,219503
CWE401_Memory_Leak__int_calloc_07_armel_O3.bad,ARM,llvm,Success,.01,8.53,0,0,0
CWE197_Numeric_Truncation_Error__int_large_to_short_09_x86_64_O2.bad,x86-64,ghidra,Success,7.54,721.48,128,184,2057
CWE197_Numeric_Truncation_Error__int_large_to_short_09_x86_64_O2.bad,x86-64,angr,Success,.89,134.70,205,312,2776
CWE197_Numeric_Truncation_Error__int_large_to_short_09_x86_64_O2.bad,x86-64,bap,Success,4.57,28.43,0,628,1588
CWE197_Numeric_Truncation_Error__int_large_to_short_09_x86_64_O2.bad,x86-64,llvm,Success,.01,10.27,0,0,728
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_07_mips_Ofast.bad,MIPS,ghidra,Success,8.13,750.57,119,187,2760
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_07_mips_Ofast.bad,MIPS,angr,Success,.99,134.07,117,218,2952
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_07_mips_Ofast.bad,MIPS,bap,Success,4.54,28.16,0,939,918
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_07_mips_Ofast.bad,MIPS,llvm,Success,.01,8.73,0,0,0
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_14_riscv64_O0.bad,UCB RISC-V,ghidra,Success,7.94,804.37,132,230,2749
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_14_riscv64_O0.bad,UCB RISC-V,angr,Failure - Crash,.72,112.75,0,0,0
